t,ax,ay,az
0,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.009523809523809525,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.01904761904761905,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.028571428571428574,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.0380952380952381,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.04761904761904762,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.05714285714285715,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.06666666666666668,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.0761904761904762,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.08571428571428572,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.09523809523809525,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.10476190476190478,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.1142857142857143,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.12380952380952381,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.13333333333333336,-2.04027510882234e-16,1.0244996043166432,-9.747462618675371
0.14285714285714288,-2.1565856508657403e-16,1.0244995927276008,75.49409570083263
0.1523809523809524,-2.1262892753082204e-16,1.0244995766260994,75.64043629696332
0.1619047619047619,-2.095992503382693e-16,1.0244995604969818,75.7867788076677
0.17142857142857143,-1.0947480140012597e-15,1.02449954434024,75.93312029649893
0.18095238095238098,-2.035383982876891e-16,1.024499528155875,76.07953617081057
0.1904761904761905,-2.005081682840537e-16,1.0244995119438798,76.22590538394269
0.2,-1.9747897031718105e-16,1.024499495704264,76.37222474659508
0.20952380952380956,-1.9445082541217714e-16,1.024499479437039,76.5184932431919
0.21904761904761907,-1.9142003089521775e-16,1.0244994631421998,76.66488972400519
0.2285714285714286,-1.8838923447792557e-16,1.0244994468197284,76.81128629660736
0.2380952380952381,-1.073537680110387e-15,1.024499430469631,76.95764314724848
0.24761904761904763,-1.823300874644501e-16,1.024499414091915,77.10396130129391
0.2571428571428572,-1.7929857670133615e-16,1.0244993976865775,77.25039237893714
0.2666666666666667,7.119121779434283e-16,1.024499381253598,77.39686326702173
0.2761904761904762,-1.732344687516876e-16,1.0244993647929732,77.54330701173072
0.28571428571428575,7.17975202636567e-16,1.024499348304719,77.68972557526496
0.29523809523809524,-1.6716989083786784e-16,1.0244993317888227,77.83624434519436
0.3047619047619048,-1.6413625399800606e-16,1.0244993152452686,77.98277811871871
0.31428571428571433,7.270751955068347e-16,1.024499298674062,78.12928257061849
0.3238095238095238,-1.5807076920276423e-16,1.0244992820752064,78.27575925726273
0.33333333333333337,-1.5503681518422607e-16,1.0244992654487053,78.42230835146154
0.34285714285714286,-1.5200269126219718e-16,1.0244992487945375,78.56886565250659
0.3523809523809524,-1.0371480250852686e-15,1.0244992321127189,78.71537281285717
0.36190476190476195,-1.4593734158780606e-16,1.0244992154032495,78.86184026428425
0.37142857142857144,-1.4290436271082862e-16,1.0244991986661418,79.00834225620382
0.380952380952381,-1.3986934278607741e-16,1.024499181901371,79.15494283686115
0.39047619047619053,-1.3683506835521138e-16,1.0244991651089368,79.30150740792077
0.4,-1.3380156990102067e-16,1.0244991482888413,79.44803449697231
0.40952380952380957,-1.3076729905274613e-16,1.024499131441095,79.59459889497617
0.4190476190476191,-1.277287944796011e-16,1.0244991145656641,79.74136779461047
0.4285714285714286,-1.2469103993634688e-16,1.0244990976625346,79.88810046554434
0.43809523809523815,-1.0098324465609605e-15,1.024499080731717,80.03479732135527
0.44761904761904764,-1.1861775187674975e-16,1.0244990637732165,80.18145852512947
0.4571428571428572,-1.1558230787475387e-16,1.0244990467870387,80.3280795899688
0.46666666666666673,-1.125476574817744e-16,1.0244990297731942,80.47466232110496
0.4761904761904762,-1.0951375285899856e-16,1.02449901273169,80.62120902929641
0.48571428571428577,-1.0648059071618177e-16,1.0244989956625297,80.7677198734718
0.49523809523809526,7.847373157026675e-16,1.0244989785656973,80.91453621366557
0.5047619047619049,-1.0040069539571165e-16,1.024498961441143,81.06139708357662
0.5142857142857143,-9.736101195044999e-17,1.024498944288876,81.2082229262475
0.5238095238095238,-9.43220508753985e-17,1.024498927108903,81.35501387626363
0.5333333333333334,-9.128402049963555e-17,1.0244989099012276,81.50175987070452
0.5428571428571429,-8.824683280206863e-17,1.0244988926658642,81.64846516125343
0.5523809523809524,-8.521039100824666e-17,1.0244988754028146,81.79513442240717
0.5619047619047619,-9.70353112528688e-16,1.0244988581120857,81.9417677647606
0.5714285714285715,-7.913657195874179e-17,1.0244988407936848,82.08851813032477
0.580952380952381,-7.609363942804444e-17,1.0244988234475532,82.23550091356512
0.5904761904761905,-9.612298639324516e-16,1.0244988060736855,82.38244808130742
0.6,8.181684349947666e-16,1.0244987886720889,82.52935971403551
0.6095238095238096,-0.31326311146260116,2.3442515265843493,82.69253455641565
0.6190476190476191,-0.32078546969966204,2.346234911275973,82.83957991101326
0.6285714285714287,-0.3280427834439514,2.3478820208004496,82.98652097920349
0.6380952380952382,-0.3350158621241571,2.349181573843124,83.13343955047077
0.6476190476190476,-0.34168500087529025,2.350122015781908,83.28025830518519
0.6571428571428573,-0.348024515092385,2.350692368378631,83.4272829129282
0.6666666666666667,-0.3540226410533849,2.3508777280575934,83.57432474960683
0.6761904761904762,-0.35965395948162343,2.350668784767656,83.72133792801071
0.6857142857142857,-0.36489647758062443,2.350053258775569,83.86824176300547
0.6952380952380953,-0.3697274688869897,2.3490194055049862,84.01500148469785
0.7047619047619048,-0.37412374295587814,2.347555262545173,84.16172676201164
0.7142857142857143,-0.3780615908802794,2.345648846013985,84.30827382482195
0.7238095238095239,-0.38151680518609854,2.343288451225728,84.4548174145246
0.7333333333333334,-0.3844527067021322,2.3404688292611677,84.60136693944258
0.7428571428571429,-0.3868665608255445,2.3371644275423744,84.74806232122577
0.7523809523809525,-0.38872264486542246,2.333371770029327,84.8947646716565
0.761904761904762,-0.3899952634887858,2.32908019573126,85.04124032455364
0.7714285714285715,-0.39065844736839805,2.3242792887581665,85.18772778762127
0.7809523809523811,-0.390685980160287,2.3189589277928437,85.33403208890925
0.7904761904761906,-0.3900516180181846,2.3131097863587318,85.4802776553392
0.8,-0.3887288395876256,2.3067226127186338,85.62632430304143
0.8095238095238096,-0.3866722291547936,2.299801043496661,85.77231231548953
0.8190476190476191,-0.38389106321315086,2.2923112740583687,85.91869779079374
0.8285714285714286,-0.3803423494662524,2.284260489962959,86.06487835993049
