Calibration (sys),Calibration (gyro),Calibration (accel),Calibration (mag),Spin (psi) [deg],Nutation (theta) [deg],Precession (phi) [deg],Angular velocity (x),Angular velocity (y),Angular velocity (z),Linear acceleration (x),Linear acceleration (y),Linear acceleration (z),Inertial acceleration (x),Inertial acceleration (y),Inertial acceleration (z),Acceleration (x),Acceleration (y),Acceleration (z),Gravity (x),Gravity (y),Gravity (z),Magnetometer (x),Magnetometer (y),Magnetometer (z),Quaternion (w),Quaternion (x),Quaternion (y),Quaternion (z),Pressure [Pa],Temperature [K],Altitude [m],Time [s]
calibration_sys,calibration_gyro,calibration_accel,calibration_mag,orientation_x,orientation_y,orientation_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,inertial_acceleration_x,inertial_acceleration_y,inertial_acceleration_z,acceleration_x,acceleration_y,acceleration_z,gravity_x,gravity_y,gravity_z,magnetometer_x,magnetometer_y,magnetometer_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,pressure,temperature,altitude,timestamp
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0193,-0.0343,-0.0089,0.0122,0.0364,0.0000,7.6907,6.0047,0.0000,7.7100,6.0391,-14.9439,41.0157,6.5452,0.135293,-0.277826,0.855060,-0.416388,75178.77,272.26,2448.18,52.9714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0194,-0.0343,-0.0088,0.0121,0.0364,0.0000,7.6906,6.0048,0.0000,7.7100,6.0391,-14.9439,41.0158,6.5452,0.135293,-0.277826,0.855060,-0.416388,75186.00,272.27,2447.42,53.0000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0195,-0.0342,-0.0088,0.0121,0.0364,0.0000,7.6906,6.0049,0.0000,7.7100,6.0391,-14.9439,41.0158,6.5452,0.135293,-0.277826,0.855060,-0.416388,75193.23,272.27,2446.65,53.0286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0195,-0.0341,-0.0087,0.0120,0.0364,0.0000,7.6905,6.0050,0.0000,7.7100,6.0391,-14.9439,41.0158,6.5452,0.135293,-0.277826,0.855060,-0.416388,75200.46,272.28,2445.88,53.0571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0196,-0.0340,-0.0087,0.0119,0.0364,0.0000,7.6905,6.0051,0.0000,7.7100,6.0391,-14.9439,41.0158,6.5452,0.135293,-0.277826,0.855060,-0.416388,75207.69,272.28,2445.12,53.0857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0196,-0.0340,-0.0086,0.0118,0.0364,0.0000,7.6904,6.0051,0.0000,7.7100,6.0391,-14.9440,41.0158,6.5452,0.135293,-0.277826,0.855060,-0.416388,75214.93,272.29,2444.35,53.1143
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0197,-0.0339,-0.0085,0.0118,0.0364,0.0000,7.6904,6.0052,0.0000,7.7100,6.0391,-14.9440,41.0158,6.5452,0.135293,-0.277826,0.855060,-0.416388,75222.16,272.29,2443.58,53.1429
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0198,-0.0338,-0.0085,0.0117,0.0364,0.0000,7.6903,6.0053,0.0000,7.7101,6.0391,-14.9440,41.0159,6.5452,0.135293,-0.277826,0.855060,-0.416388,75229.39,272.30,2442.82,53.1714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0198,-0.0337,-0.0084,0.0116,0.0364,0.0000,7.6902,6.0054,0.0000,7.7101,6.0391,-14.9440,41.0159,6.5452,0.135293,-0.277826,0.855060,-0.416388,75236.62,272.30,2442.05,53.2000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0199,-0.0337,-0.0084,0.0115,0.0364,0.0000,7.6902,6.0054,0.0000,7.7101,6.0391,-14.9440,41.0159,6.5452,0.135293,-0.277826,0.855060,-0.416388,75243.86,272.31,2441.28,53.2286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0199,-0.0336,-0.0083,0.0115,0.0364,0.0000,7.6901,6.0055,0.0000,7.7101,6.0391,-14.9440,41.0159,6.5452,0.135293,-0.277826,0.855060,-0.416388,75251.09,272.31,2440.52,53.2571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0200,-0.0335,-0.0083,0.0114,0.0364,0.0000,7.6901,6.0056,0.0000,7.7101,6.0391,-14.9440,41.0159,6.5452,0.135293,-0.277826,0.855060,-0.416388,75258.32,272.32,2439.75,53.2857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0200,-0.0334,-0.0082,0.0113,0.0364,0.0000,7.6900,6.0057,0.0000,7.7101,6.0391,-14.9440,41.0159,6.5452,0.135293,-0.277826,0.855060,-0.416388,75265.56,272.32,2438.99,53.3143
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0201,-0.0334,-0.0082,0.0112,0.0364,0.0000,7.6900,6.0057,0.0000,7.7101,6.0391,-14.9440,41.0159,6.5452,0.135293,-0.277826,0.855060,-0.416388,75272.79,272.33,2438.22,53.3429
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0201,-0.0333,-0.0081,0.0112,0.0364,0.0000,7.6899,6.0058,0.0000,7.7101,6.0391,-14.9440,41.0160,6.5452,0.135293,-0.277826,0.855060,-0.416388,75280.03,272.33,2437.45,53.3714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0202,-0.0332,-0.0081,0.0111,0.0364,0.0000,7.6899,6.0059,0.0000,7.7101,6.0391,-14.9440,41.0160,6.5452,0.135293,-0.277826,0.855060,-0.416388,75287.26,272.34,2436.69,53.4000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0203,-0.0332,-0.0080,0.0110,0.0364,0.0000,7.6898,6.0059,0.0000,7.7101,6.0391,-14.9440,41.0160,6.5452,0.135293,-0.277826,0.855060,-0.416388,75294.50,272.34,2435.92,53.4286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0203,-0.0331,-0.0080,0.0109,0.0364,0.0000,7.6898,6.0060,0.0000,7.7101,6.0391,-14.9440,41.0160,6.5452,0.135293,-0.277826,0.855060,-0.416388,75301.73,272.35,2435.15,53.4571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0204,-0.0330,-0.0079,0.0109,0.0364,0.0000,7.6897,6.0061,0.0000,7.7101,6.0391,-14.9440,41.0160,6.5453,0.135293,-0.277826,0.855060,-0.416388,75308.97,272.35,2434.39,53.4857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0204,-0.0329,-0.0078,0.0108,0.0364,0.0000,7.6897,6.0062,0.0000,7.7101,6.0391,-14.9440,41.0160,6.5453,0.135293,-0.277826,0.855060,-0.416388,75316.20,272.36,2433.62,53.5143
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0205,-0.0329,-0.0078,0.0107,0.0364,0.0000,7.6896,6.0062,0.0000,7.7101,6.0391,-14.9440,41.0160,6.5453,0.135293,-0.277826,0.855060,-0.416388,75323.44,272.36,2432.86,53.5429
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0205,-0.0328,-0.0077,0.0107,0.0364,0.0000,7.6896,6.0063,0.0000,7.7101,6.0391,-14.9440,41.0161,6.5453,0.135293,-0.277826,0.855060,-0.416388,75330.68,272.37,2432.09,53.5714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0206,-0.0327,-0.0077,0.0106,0.0364,0.0000,7.6895,6.0064,0.0000,7.7101,6.0391,-14.9440,41.0161,6.5453,0.135293,-0.277826,0.855060,-0.416388,75337.91,272.37,2431.32,53.6000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0206,-0.0327,-0.0076,0.0105,0.0364,0.0000,7.6895,6.0064,0.0000,7.7101,6.0391,-14.9441,41.0161,6.5453,0.135293,-0.277826,0.855060,-0.416388,75345.15,272.38,2430.56,53.6286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0207,-0.0326,-0.0076,0.0105,0.0364,0.0000,7.6894,6.0065,0.0000,7.7101,6.0391,-14.9441,41.0161,6.5453,0.135293,-0.277826,0.855060,-0.416388,75352.39,272.38,2429.79,53.6571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0207,-0.0325,-0.0075,0.0104,0.0364,0.0000,7.6894,6.0066,0.0000,7.7101,6.0391,-14.9441,41.0161,6.5453,0.135293,-0.277826,0.855060,-0.416388,75359.62,272.39,2429.03,53.6857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0208,-0.0325,-0.0075,0.0103,0.0364,0.0000,7.6893,6.0066,0.0000,7.7101,6.0391,-14.9441,41.0161,6.5453,0.135293,-0.277826,0.855060,-0.416388,75366.86,272.39,2428.26,53.7143
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0208,-0.0324,-0.0074,0.0103,0.0364,0.0000,7.6893,6.0067,0.0000,7.7101,6.0391,-14.9441,41.0161,6.5453,0.135293,-0.277826,0.855060,-0.416388,75374.10,272.40,2427.50,53.7429
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0209,-0.0323,-0.0074,0.0102,0.0364,0.0000,7.6892,6.0068,0.0000,7.7101,6.0391,-14.9441,41.0162,6.5453,0.135293,-0.277826,0.855060,-0.416388,75381.34,272.40,2426.73,53.7714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0209,-0.0323,-0.0074,0.0101,0.0364,0.0000,7.6892,6.0068,0.0000,7.7101,6.0391,-14.9441,41.0162,6.5453,0.135293,-0.277826,0.855060,-0.416388,75388.58,272.41,2425.96,53.8000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0210,-0.0322,-0.0073,0.0101,0.0364,0.0000,7.6891,6.0069,0.0000,7.7101,6.0391,-14.9441,41.0162,6.5453,0.135293,-0.277826,0.855060,-0.416388,75395.82,272.41,2425.20,53.8286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0210,-0.0321,-0.0073,0.0100,0.0364,0.0000,7.6891,6.0070,0.0000,7.7101,6.0391,-14.9441,41.0162,6.5453,0.135293,-0.277826,0.855060,-0.416388,75403.06,272.42,2424.43,53.8571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0211,-0.0321,-0.0072,0.0099,0.0364,0.0000,7.6890,6.0070,0.0000,7.7101,6.0391,-14.9441,41.0162,6.5453,0.135293,-0.277826,0.855060,-0.416388,75410.30,272.42,2423.67,53.8857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0211,-0.0320,-0.0072,0.0099,0.0364,0.0000,7.6890,6.0071,0.0000,7.7101,6.0391,-14.9441,41.0162,6.5453,0.135293,-0.277826,0.855060,-0.416388,75417.54,272.43,2422.90,53.9143
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0212,-0.0320,-0.0071,0.0098,0.0364,0.0000,7.6889,6.0072,0.0000,7.7101,6.0391,-14.9441,41.0162,6.5453,0.135293,-0.277826,0.855060,-0.416388,75424.78,272.43,2422.14,53.9429
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0212,-0.0319,-0.0071,0.0097,0.0364,0.0000,7.6889,6.0072,0.0000,7.7101,6.0391,-14.9441,41.0163,6.5453,0.135293,-0.277826,0.855060,-0.416388,75432.02,272.44,2421.37,53.9714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0213,-0.0318,-0.0070,0.0097,0.0364,0.0000,7.6888,6.0073,0.0000,7.7101,6.0391,-14.9441,41.0163,6.5453,0.135293,-0.277826,0.855060,-0.416388,75439.26,272.44,2420.60,54.0000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0213,-0.0318,-0.0070,0.0096,0.0364,0.0000,7.6888,6.0074,0.0000,7.7101,6.0391,-14.9441,41.0163,6.5453,0.135293,-0.277826,0.855060,-0.416388,75446.50,272.45,2419.84,54.0286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0213,-0.0317,-0.0069,0.0095,0.0364,0.0000,7.6888,6.0074,0.0000,7.7101,6.0391,-14.9441,41.0163,6.5453,0.135293,-0.277826,0.855060,-0.416388,75453.74,272.45,2419.07,54.0571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0214,-0.0316,-0.0069,0.0095,0.0364,0.0000,7.6887,6.0075,0.0000,7.7101,6.0391,-14.9441,41.0163,6.5453,0.135293,-0.277826,0.855060,-0.416388,75460.98,272.46,2418.31,54.0857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0214,-0.0316,-0.0068,0.0094,0.0364,0.0000,7.6887,6.0076,0.0000,7.7101,6.0391,-14.9441,41.0163,6.5453,0.135293,-0.277826,0.855060,-0.416388,75468.23,272.46,2417.54,54.1143
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0215,-0.0315,-0.0068,0.0094,0.0364,0.0000,7.6886,6.0076,0.0000,7.7101,6.0391,-14.9441,41.0164,6.5453,0.135293,-0.277826,0.855060,-0.416388,75475.47,272.47,2416.78,54.1429
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0215,-0.0315,-0.0068,0.0093,0.0364,0.0000,7.6886,6.0077,0.0000,7.7101,6.0391,-14.9442,41.0164,6.5453,0.135293,-0.277826,0.855060,-0.416388,75482.71,272.47,2416.01,54.1714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0216,-0.0314,-0.0067,0.0092,0.0363,0.0000,7.6885,6.0077,0.0000,7.7101,6.0391,-14.9442,41.0164,6.5453,0.135293,-0.277826,0.855060,-0.416388,75489.95,272.48,2415.25,54.2000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0216,-0.0313,-0.0067,0.0092,0.0363,0.0000,7.6885,6.0078,0.0000,7.7101,6.0391,-14.9442,41.0164,6.5453,0.135293,-0.277826,0.855060,-0.416388,75497.20,272.48,2414.48,54.2286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0217,-0.0313,-0.0066,0.0091,0.0363,0.0000,7.6885,6.0079,0.0000,7.7101,6.0391,-14.9442,41.0164,6.5453,0.135293,-0.277826,0.855060,-0.416388,75504.44,272.49,2413.72,54.2571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0217,-0.0312,-0.0066,0.0091,0.0363,0.0000,7.6884,6.0079,0.0000,7.7101,6.0391,-14.9442,41.0164,6.5453,0.135293,-0.277826,0.855060,-0.416388,75511.68,272.49,2412.95,54.2857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0218,-0.0312,-0.0065,0.0090,0.0363,0.0000,7.6884,6.0080,0.0000,7.7101,6.0391,-14.9442,41.0164,6.5453,0.135293,-0.277826,0.855060,-0.416388,75518.93,272.50,2412.18,54.3143
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0218,-0.0311,-0.0065,0.0089,0.0363,0.0000,7.6883,6.0080,0.0000,7.7101,6.0392,-14.9442,41.0165,6.5453,0.135293,-0.277826,0.855060,-0.416388,75526.17,272.50,2411.42,54.3429
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0218,-0.0311,-0.0065,0.0089,0.0363,0.0000,7.6883,6.0081,0.0000,7.7101,6.0392,-14.9442,41.0165,6.5453,0.135293,-0.277826,0.855060,-0.416388,75533.42,272.51,2410.65,54.3714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0219,-0.0310,-0.0064,0.0088,0.0363,0.0000,7.6883,6.0082,0.0000,7.7101,6.0392,-14.9442,41.0165,6.5453,0.135293,-0.277826,0.855060,-0.416388,75540.66,272.51,2409.89,54.4000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0219,-0.0309,-0.0064,0.0088,0.0363,0.0000,7.6882,6.0082,0.0000,7.7101,6.0392,-14.9442,41.0165,6.5453,0.135293,-0.277826,0.855060,-0.416388,75547.91,272.52,2409.12,54.4286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0220,-0.0309,-0.0063,0.0087,0.0363,0.0000,7.6882,6.0083,0.0000,7.7101,6.0392,-14.9442,41.0165,6.5453,0.135293,-0.277826,0.855060,-0.416388,75555.15,272.52,2408.36,54.4571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0220,-0.0308,-0.0063,0.0087,0.0363,0.0000,7.6881,6.0083,0.0000,7.7101,6.0392,-14.9442,41.0165,6.5453,0.135293,-0.277826,0.855060,-0.416388,75562.40,272.53,2407.59,54.4857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0220,-0.0308,-0.0062,0.0086,0.0363,0.0000,7.6881,6.0084,0.0000,7.7101,6.0392,-14.9442,41.0165,6.5453,0.135293,-0.277826,0.855060,-0.416388,75569.65,272.53,2406.83,54.5143
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0221,-0.0307,-0.0062,0.0085,0.0363,0.0000,7.6881,6.0084,0.0000,7.7101,6.0392,-14.9442,41.0166,6.5453,0.135293,-0.277826,0.855060,-0.416388,75576.89,272.54,2406.06,54.5429
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0221,-0.0307,-0.0062,0.0085,0.0363,0.0000,7.6880,6.0085,0.0000,7.7101,6.0392,-14.9442,41.0166,6.5453,0.135293,-0.277826,0.855060,-0.416388,75584.14,272.54,2405.30,54.5714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0222,-0.0306,-0.0061,0.0084,0.0363,0.0000,7.6880,6.0086,0.0000,7.7101,6.0392,-14.9442,41.0166,6.5453,0.135293,-0.277826,0.855060,-0.416388,75591.39,272.55,2404.53,54.6000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0222,-0.0305,-0.0061,0.0084,0.0363,0.0000,7.6879,6.0086,0.0000,7.7101,6.0392,-14.9442,41.0166,6.5453,0.135293,-0.277826,0.855060,-0.416388,75598.63,272.55,2403.77,54.6286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0222,-0.0305,-0.0060,0.0083,0.0363,0.0000,7.6879,6.0087,0.0000,7.7101,6.0392,-14.9442,41.0166,6.5453,0.135293,-0.277826,0.855060,-0.416388,75605.88,272.56,2403.00,54.6571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0223,-0.0304,-0.0060,0.0083,0.0363,0.0000,7.6879,6.0087,0.0000,7.7101,6.0392,-14.9443,41.0166,6.5453,0.135293,-0.277826,0.855060,-0.416388,75613.13,272.56,2402.24,54.6857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0223,-0.0304,-0.0060,0.0082,0.0363,0.0000,7.6878,6.0088,0.0000,7.7102,6.0392,-14.9443,41.0166,6.5454,0.135293,-0.277826,0.855060,-0.416388,75620.38,272.57,2401.47,54.7143
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0224,-0.0303,-0.0059,0.0082,0.0363,0.0000,7.6878,6.0088,0.0000,7.7102,6.0392,-14.9443,41.0167,6.5454,0.135293,-0.277826,0.855060,-0.416388,75627.63,272.57,2400.71,54.7429
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0224,-0.0303,-0.0059,0.0081,0.0363,0.0000,7.6877,6.0089,0.0000,7.7102,6.0392,-14.9443,41.0167,6.5454,0.135293,-0.277826,0.855060,-0.416388,75634.88,272.58,2399.94,54.7714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0224,-0.0302,-0.0059,0.0081,0.0363,0.0000,7.6877,6.0089,0.0000,7.7102,6.0392,-14.9443,41.0167,6.5454,0.135293,-0.277826,0.855060,-0.416388,75642.12,272.58,2399.18,54.8000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0225,-0.0302,-0.0058,0.0080,0.0363,0.0000,7.6877,6.0090,0.0000,7.7102,6.0392,-14.9443,41.0167,6.5454,0.135293,-0.277826,0.855060,-0.416388,75649.37,272.59,2398.42,54.8286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0225,-0.0301,-0.0058,0.0079,0.0363,0.0000,7.6876,6.0091,0.0000,7.7102,6.0392,-14.9443,41.0167,6.5454,0.135293,-0.277826,0.855060,-0.416388,75656.62,272.59,2397.65,54.8571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0226,-0.0301,-0.0057,0.0079,0.0363,0.0000,7.6876,6.0091,0.0000,7.7102,6.0392,-14.9443,41.0167,6.5454,0.135293,-0.277826,0.855060,-0.416388,75663.87,272.60,2396.89,54.8857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0226,-0.0300,-0.0057,0.0078,0.0363,0.0000,7.6876,6.0092,0.0000,7.7102,6.0392,-14.9443,41.0168,6.5454,0.135293,-0.277826,0.855060,-0.416388,75671.12,272.60,2396.12,54.9143
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0226,-0.0300,-0.0057,0.0078,0.0363,0.0000,7.6875,6.0092,0.0000,7.7102,6.0392,-14.9443,41.0168,6.5454,0.135293,-0.277826,0.855060,-0.416388,75678.38,272.61,2395.36,54.9429
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0227,-0.0299,-0.0056,0.0077,0.0363,0.0000,7.6875,6.0093,0.0000,7.7102,6.0392,-14.9443,41.0168,6.5454,0.135293,-0.277826,0.855060,-0.416388,75685.63,272.61,2394.59,54.9714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0227,-0.0299,-0.0056,0.0077,0.0363,0.0000,7.6875,6.0093,0.0000,7.7102,6.0392,-14.9443,41.0168,6.5454,0.135293,-0.277826,0.855060,-0.416388,75692.88,272.62,2393.83,55.0000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0227,-0.0298,-0.0056,0.0076,0.0363,0.0000,7.6874,6.0094,0.0000,7.7102,6.0392,-14.9443,41.0168,6.5454,0.135293,-0.277826,0.855060,-0.416388,75700.13,272.62,2393.06,55.0286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0228,-0.0298,-0.0055,0.0076,0.0363,0.0000,7.6874,6.0094,0.0000,7.7102,6.0392,-14.9443,41.0168,6.5454,0.135293,-0.277826,0.855060,-0.416388,75707.38,272.63,2392.30,55.0571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0228,-0.0297,-0.0055,0.0075,0.0363,0.0000,7.6874,6.0095,0.0000,7.7102,6.0392,-14.9443,41.0168,6.5454,0.135293,-0.277826,0.855060,-0.416388,75714.63,272.63,2391.53,55.0857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0229,-0.0297,-0.0054,0.0075,0.0363,0.0000,7.6873,6.0095,0.0000,7.7102,6.0392,-14.9443,41.0169,6.5454,0.135293,-0.277826,0.855060,-0.416388,75721.89,272.64,2390.77,55.1143
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0229,-0.0296,-0.0054,0.0074,0.0363,0.0000,7.6873,6.0096,0.0000,7.7102,6.0392,-14.9443,41.0169,6.5454,0.135293,-0.277826,0.855060,-0.416388,75729.14,272.64,2390.01,55.1429
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0229,-0.0296,-0.0054,0.0074,0.0363,0.0000,7.6873,6.0096,0.0000,7.7102,6.0392,-14.9443,41.0169,6.5454,0.135293,-0.277826,0.855060,-0.416388,75736.39,272.65,2389.24,55.1714
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0230,-0.0295,-0.0053,0.0074,0.0363,0.0000,7.6872,6.0097,0.0000,7.7102,6.0392,-14.9443,41.0169,6.5454,0.135293,-0.277826,0.855060,-0.416388,75743.64,272.65,2388.48,55.2000
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0230,-0.0295,-0.0053,0.0073,0.0363,0.0000,7.6872,6.0097,0.0000,7.7102,6.0392,-14.9444,41.0169,6.5454,0.135293,-0.277826,0.855060,-0.416388,75750.90,272.66,2387.71,55.2286
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0230,-0.0294,-0.0053,0.0073,0.0363,0.0000,7.6872,6.0098,0.0000,7.7102,6.0392,-14.9444,41.0169,6.5454,0.135293,-0.277826,0.855060,-0.416388,75758.15,272.66,2386.95,55.2571
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0231,-0.0294,-0.0052,0.0072,0.0363,0.0000,7.6871,6.0098,0.0000,7.7102,6.0392,-14.9444,41.0169,6.5454,0.135293,-0.277826,0.855060,-0.416388,75765.41,272.67,2386.18,55.2857
3,3,3,3,0.0000,-128.0704,-144.0000,-0.4424,0.0000,0.0000,-0.0000,-0.0231,-0.0293,-0.0052,0.0072,0.0363,0.0000,7.6871,6.0099,0.0000,7.7102,6.0392,-14.9444,41.0170,6.5454,0.135293,-0.277826,0.855060,-0.416388,75772.66,272.67,2385.42,55.3143
