t,pressure
5.0600000000000005,94773.90000000001
5.08,94648.90000000001
5.1000000000000005,95013.5
5.12,94820.5
5.14,94416.1
5.16,94928.70000000001
5.18,94323.1
5.2,94140.1
5.22,94439.6
5.24,94744.0
5.26,94660.8
5.28,94092.3
5.3,94587.8
5.32,95289.5
5.34,94950.90000000001
5.36,93828.90000000001
5.38,94864.0
5.4,94330.90000000001
5.42,94662.3
5.44,94673.0
5.46,93916.20000000001
5.48,94986.1
5.5,94102.20000000001
5.5200000000000005,94648.0
5.54,94639.0
5.5600000000000005,94246.6
5.58,94655.6
5.6000000000000005,94327.5
5.62,93866.6
5.64,94987.90000000001
5.66,94395.3
5.68,94229.40000000001
5.7,94662.8
5.72,94384.90000000001
5.74,94032.3
5.76,94352.40000000001
5.78,94433.6
5.8,94660.40000000001
5.82,93960.0
5.84,94430.20000000001
5.86,94446.0
5.88,94854.90000000001
5.9,94446.40000000001
5.92,94369.3
5.94,94710.40000000001
5.96,95088.8
5.98,94810.90000000001
6.0,94494.8
6.0200000000000005,93776.6
6.04,94831.0
6.0600000000000005,95646.0
6.08,94093.5
6.1000000000000005,94308.40000000001
6.12,94898.90000000001
6.140000000000001,94707.40000000001
6.16,94418.90000000001
6.18,94250.20000000001
6.2,94100.70000000001
6.22,94422.20000000001
6.24,94297.3
6.26,94582.70000000001
6.28,94790.1
6.3,94479.8
6.32,94530.0
6.34,94337.0
6.36,94597.5
6.38,94450.1
6.4,94509.5
6.42,94186.90000000001
6.44,95146.70000000001
6.46,93915.20000000001
6.48,93941.8
6.5,94094.8
6.5200000000000005,94917.70000000001
6.54,94293.90000000001
6.5600000000000005,94574.40000000001
6.58,94181.90000000001
6.6000000000000005,94636.0
6.62,94093.5
6.640000000000001,94153.20000000001
6.66,94969.0
6.68,94071.6
6.7,94472.40000000001
6.72,94555.8
6.74,94976.6
6.76,94356.3
6.78,94450.5
6.8,94936.90000000001
6.82,94487.0
6.84,94602.8
6.86,94369.6
6.88,94245.8
6.9,94502.8
6.92,93825.70000000001
6.94,94107.8
6.96,94658.1
6.98,94084.8
7.0,93964.1
7.0200000000000005,94448.5
7.04,94842.20000000001
7.0600000000000005,94152.6
7.08,94868.90000000001
7.1000000000000005,94934.5
7.12,94422.0
7.140000000000001,94498.6
7.16,94415.6
7.18,94199.3
7.2,94379.40000000001
7.22,94719.8
7.24,95095.0
7.26,94507.5
7.28,94093.5
7.3,94620.0
7.32,94960.5
7.34,94110.70000000001
7.36,94109.40000000001
7.38,93769.5
7.4,93885.1
7.42,94507.5
7.44,94338.20000000001
7.46,94080.20000000001
7.48,94600.40000000001
7.5,94693.0
7.5200000000000005,94302.90000000001
7.54,95029.5
7.5600000000000005,94976.3
7.58,95041.0
7.6000000000000005,93950.1
7.62,94870.20000000001
7.640000000000001,94135.20000000001
7.66,94694.90000000001
7.68,94176.3
7.7,94104.90000000001
7.72,95231.20000000001
7.74,94548.70000000001
7.76,94893.40000000001
7.78,94539.70000000001
7.8,94229.90000000001
7.82,94624.90000000001
7.84,94104.0
7.86,93323.6
7.88,94320.70000000001
7.9,94445.0
7.92,94855.5
7.94,94016.70000000001
7.96,94354.5
7.98,94867.70000000001
8.0,94937.1
8.02,94136.0
8.040000000000001,94812.0
8.06,94927.0
8.08,94830.70000000001
8.1,94710.0
8.120000000000001,94333.3
8.14,94374.6
8.16,94488.20000000001
8.18,94868.40000000001
8.2,94863.3
8.22,94954.90000000001
8.24,93971.20000000001
8.26,94125.1
8.28,94564.90000000001
8.3,95096.20000000001
8.32,94928.8
8.34,94081.40000000001
8.36,93794.5
8.38,94628.90000000001
8.4,94462.5
8.42,94839.90000000001
8.44,94256.8
8.46,94521.1
8.48,95180.20000000001
8.5,94065.20000000001
8.52,95589.3
8.540000000000001,94381.40000000001
8.56,94206.40000000001
8.58,94371.6
8.6,95062.6
8.620000000000001,94357.8
8.64,94980.8
8.66,94352.0
8.68,94490.70000000001
8.700000000000001,94633.5
