time,mass
0.136,30.895346670963676
0.13601334216271344,30.89532737282572
0.13602668432542686,30.895308074658672
0.13872632942846136,30.891402696520156
0.14142597453149586,30.887496127365857
0.14412561963453036,30.883588367195777
0.1460894376613742,30.88074497502799
0.14805325568821803,30.877900952588735
0.15001707371506187,30.87505629990842
0.1519808917419057,30.87221101698704
0.15590852779559336,30.86651856042106
0.159836163849281,30.860823582890774
0.16376379990296866,30.85512608439631
0.1676914359566563,30.8494260649376
0.17161907201034396,30.843723524514647
0.2108954325472206,30.786559467240156
0.2501717930840972,30.72914331356548
0.2894481536209738,30.671475063461106
0.3287245141578504,30.613554716929535
0.36800087469472703,30.555382273973485
0.40727723523160364,30.49695773459298
0.4875557365162127,30.376757290939054
0.5678342378008218,30.25550366679337
0.6481127390854308,30.133196862376863
0.7283912403700398,30.009836877729867
0.8086697416546488,29.885423712799856
0.8889482429392578,29.759957367584256
0.9692267442238668,29.63343784208264
1.0818157902593808,29.454222343439746
1.1944048362948947,29.27293528985936
1.3069938823304086,29.089576681191836
1.325690671378166,29.05892717328828
1.3443874604259234,29.028220538804725
1.3630842494736808,28.997456777733483
1.3817810385214382,28.966635890077317
1.3855203963309897,28.960464857355817
1.3892597541405411,28.95429153957089
1.3929991119500926,28.948115936722548
1.393035987412881,28.948055025155867
1.3930728628756694,28.947994113585466
1.3931097383384579,28.947933202011345
1.3931466138012463,28.94787229043351
1.3931834892640347,28.947811378851952
1.3932572401896115,28.947689555555506
1.3933309911151883,28.947567732244195
1.3934047420407651,28.947445908918016
1.3941422512965327,28.94622767483884
1.3948797605523002,28.945009439273
1.3956172698080678,28.943791202220638
1.3963547790638353,28.942572963681755
1.4037298716215116,28.930390496534535
1.411104964179188,28.918207880734826
1.4184800567368643,28.90602511628337
1.4258551492945406,28.893842203179908
1.433230241852217,28.881659141424443
1.4924206715320665,28.783875911862392
1.551611101211916,28.686083107542643
1.6108015308917656,28.588280728163245
1.6699919605716151,28.49046877375381
1.7291823902514647,28.39264724434031
1.7883728199313143,28.294816139923082
1.8728935285709067,28.155102055014794
1.9574142372104992,28.01536844610243
2.041934945850092,27.87561531358139
2.1264556544896847,27.7358426574216
2.1409542450799104,27.711864245964197
2.155452835670136,27.687885260008894
2.1583525537881814,27.683089393878433
2.1612522719062266,27.678293504768114
2.164151990024272,27.673497592677936
2.167051708142317,27.668701657607894
2.167167696867039,27.668509819948817
2.1672836855917605,27.66831798225292
2.1673996743164823,27.6681261445202
2.167515663041204,27.667934306750663
2.1676316517659258,27.6677424689443
2.1678636292153692,27.667358792778217
2.1680956066648127,27.66697511688677
2.168327584114256,27.6665914422932
2.1686943387844813,27.66598485921236
2.1690610934547063,27.665378281077132
2.1694278481249314,27.66477170768951
2.1697946027951565,27.664165139049498
2.173462149497405,27.65809971376798
2.1771296961996534,27.652034763247375
2.180797242901902,27.645970287487636
2.1844647896041502,27.63990628648876
2.2211402566266356,27.57929238839225
2.257815723649121,27.518725966200847
2.2944911906716063,27.45820702017658
2.3311666576940917,27.39773555024041
2.367842124716577,27.337311556392265
2.437674473093423,27.222391809516548
2.507506821470269,27.107644185842446
2.5639495302059085,27.015024028712503
2.620392238941548,26.922516316568103
2.6768349476771878,26.830121049147177
2.685367358769147,26.816163494810343
2.6938997698611065,26.80220851008376
2.702432180953066,26.788256094966762
2.70556151446415,26.78313957327964
2.7060283494009827,26.782376318649803
2.7064951843378156,26.78161307171216
2.7069620192746484,26.780849832466714
2.7078956891483137,26.77932337705454
2.707914362545787,26.779292848266316
2.70793303594326,26.7792623194904
2.7079517093407333,26.77923179072679
2.7079703827382064,26.77920126197549
2.7079890561356796,26.779170733236494
2.7080264029306265,26.779109675951787
2.7080637497255733,26.77904861912377
2.70810109652052,26.778987562822394
2.708474564469986,26.778377028773544
2.708848032419452,26.777766547388673
2.709221500368918,26.777156118667783
2.7129561798635793,26.771054727994585
2.7166908593582404,26.764958603705768
2.7204255388529015,26.758867745814804
2.7241602183475626,26.752782154321697
2.7561884739434146,26.70080894518738
2.7882167295392666,26.64922305889199
2.8202449851351186,26.598024496046268
2.833994373320325,26.576164326368826
2.83441247637958,26.57550070207003
2.8348305794388353,26.574837143775753
2.8352486824980905,26.574173651486
2.8360848886166012,26.57284686492133
2.836921094735112,26.571520342374107
2.836933279969887,26.571501014204504
2.836945465204662,26.571481686090966
2.836957650439437,26.57146235803349
2.836969835674212,26.57144303003207
2.836982020908987,26.57142370208672
2.8370063913785373,26.571385046405997
2.8370307618480877,26.571346391415318
2.837055132317638,26.57130773738692
2.83729883701314,26.570921250028373
2.8375425417086415,26.570534858897965
2.8377862464041432,26.570148563995687
2.840223293359162,26.566290907523264
2.8426603403141804,26.562442873862352
2.845097387269199,26.55860446301495
2.8475344342242175,26.55477567498106
2.866983029449456,26.52456525696676
2.8864316246746946,26.494967683865458
2.905880219899933,26.465982956020046
2.9253288151251717,26.437611073322493
2.9447774103504103,26.409852035772754
2.981472481542432,26.359146037995977
3.0181675527344534,26.3106217147448
3.0472810974139546,26.273675054199902
3.076394642093456,26.2381016908111
3.105508186772957,26.2039016242795
3.1346217314524583,26.171074854678658
3.139048827961418,26.166203405007423
3.1434759244703776,26.161363710346897
3.1479030209793373,26.156555770696396
3.151985936037783,26.152149768854024
3.1520444445447446,26.152086826270647
3.152102953051706,26.152023888050625
3.1521614615586677,26.151960954032337
3.152278478572591,26.151835098600966
3.152395495586514,26.15170925997654
3.152512512600437,26.15158343815905
3.153682682739669,26.150326144365856
3.1548528528789013,26.149070531266975
3.1560230230181334,26.14781659886228
3.1571931931573656,26.14656434715178
3.168894894549687,26.13413426822906
3.1805965959420086,26.1218722587189
3.19229829733433,26.109778318630894
3.2039999987266516,26.097852447962122
3.215701700118973,26.08609464671258
3.25929307010599,26.04377350939448
3.3028844400930066,26.003784711904334
3.3464758100800234,25.966128253408964
3.39006718006704,25.93080413406745
3.3952928728223575,25.9267260699353
3.395693642207957,25.92641469846162
3.3960944115935567,25.92610352413021
3.3964951809791564,25.92579254694107
3.3966554887333964,25.925668211265204
3.3968157964876364,25.9255439071321
3.3969761042418765,25.925419634541754
3.3970402273435725,25.92536993400379
3.3971043504452685,25.925320237646783
3.3971684735469645,25.92527054527245
3.3972967197503565,25.925171172471817
3.3974249659537485,25.925071815601886
3.3975532121571406,25.924972474662656
3.398835674191059,25.92397994145884
3.4001181362249775,25.922989001325522
3.401400598258896,25.921999654262528
3.4026830602928144,25.92101190026985
3.4155076806320004,25.9112219792109
3.4283323009711864,25.901591365181606
3.4411569213103723,25.89212005818523
3.4539815416495583,25.88280805822095
3.4668061619887443,25.87365536528876
3.515923981434957,25.840074367950876
3.56504180088117,25.808830184707105
3.614159620327383,25.779922814883086
3.663277439773596,25.753352258604114
3.712395259219809,25.729118515913488
3.761513078666022,25.707221586811237
3.845904552003596,25.675056164582838
3.8559562752531154,25.671684752062067
3.8660079985026345,25.66841120445608
3.8760597217521537,25.665235521747153
3.876079825198653,25.665229268637777
3.876099928645152,25.66522301591986
3.876120032091651,25.665216763593406
3.87614013553815,25.66521051165841
3.876160238984649,25.665204260114873
3.876200445877647,25.665191757811353
3.8762406527706452,25.66517925707367
