time,cg_from_nose_m
0.13628872830039201,1.7684517986218327
0.1363684950727238,1.7684490632256633
0.1364482618450556,1.768446327786114
0.13724592956837364,1.7684189710045675
0.1380435972916917,1.7683916098842554
0.13884126501500973,1.7683642444244783
0.13963893273832778,1.7683368746245367
0.14761560997150816,1.7680629377621646
0.15559228720468854,1.7677885661130106
0.16356896443786892,1.7675137589750327
0.1715456416710493,1.7672385156444
0.17952231890422968,1.7669628354155091
0.245150098063253,1.76467801153264
0.31077787722227634,1.7623631663832642
0.3764056563812997,1.7600178929600563
0.44203343554032304,1.7576417756601024
0.5076612146993463,1.7552343900630227
0.5732889938583696,1.7527953027095549
0.6651436371382629,1.749327400583289
0.7569982804181561,1.7457952817388833
0.8488529236980493,1.7421976631207263
0.9407075669779426,1.7385332225239025
1.0325622102578358,1.7348005971743974
1.124416853537729,1.7309983822380393
1.2162714968176223,1.7271251292594432
1.3524092573901265,1.7212507157195645
1.373435878589166,1.7203288806903927
1.377641202828974,1.720144041476479
1.3818465270687819,1.7199590445019566
1.3860518513085898,1.7197738896129846
1.3902571755483977,1.7195885766555028
1.3919393052443207,1.7195144071782111
1.3923596344122235,1.7194958698166773
1.3927799635801263,1.719477330873674
1.3930230699214303,1.7194666077706149
1.3931866110245894,1.719459393954037
1.3933501521277485,1.7194521800127767
1.3935136932309076,1.7194449659468312
1.393840775437226,1.7194305374408747
1.3941678576435443,1.7194161084361368
1.3944949398498627,1.7194016789325932
1.394822022056181,1.7193872489302178
1.3980928441193643,1.7192429214650387
1.4013636661825475,1.7190985440882427
1.4046344882457307,1.7189541167739413
1.4079053103089139,1.7188096394962273
1.411176132372097,1.7186651122291763
1.4438843530039283,1.7172170844287264
1.4765925736357595,1.7157640290438434
1.5093007942675907,1.7143059198513257
1.5420090148994219,1.7128427304455682
1.574717235531253,1.7113744342366852
1.6074254561630843,1.7099010044488818
1.6949498725691965,1.7059327763012084
1.7824742889753087,1.7019270719300843
1.8699987053814209,1.6978833580566526
1.957523121787533,1.6938010912337693
2.045047538193645,1.6896797176005895
2.132571954599757,1.685518672637593
2.1479835657823934,1.6847818302147257
2.1633951769650297,1.6840437367746615
2.166477499201557,1.6838959676798242
2.167226439619483,1.6838600552747798
2.167975380037409,1.6838241399059852
2.1680504763291077,1.6838205385088254
2.1681255726208066,1.683816937087063
2.1682006689125055,1.6838133356417173
2.168350861495903,1.683806132680274
2.1685010540793,1.683798929624494
2.1686512466626975,1.6837917264743754
2.1701531724966725,1.6837196897842288
2.1716550983306475,1.6836476436583012
2.1731570241646225,1.6835755880948762
2.1746589499985975,1.6835035230922097
2.189678208338347,1.6827823535234843
2.204697466678096,1.6820602381096754
2.2197167250178453,1.6813371751005912
2.2347359833575946,1.6806131627415826
2.249755241697344,1.6798881992738115
2.321931120584605,1.676391023742886
2.3941069994718664,1.6728716459833304
2.4662828783591277,1.6693298666193792
2.538458757246389,1.6657654839531852
2.6106346361336503,1.6621782939064642
2.6828105150209116,1.6585680899858495
2.699798797084458,1.6577149755091827
2.7030579783673483,1.6575511592109868
2.7063171596502387,1.6573872954397577
2.706686059358379,1.6573687450614314
2.7070549590665194,1.6573501940746276
2.7074238587746597,1.657331642479319
2.707571418657916,1.6573242216708097
2.7077189785411724,1.6573168007649337
2.7078665384244287,1.6573093797616887
2.7079255623777314,1.657306411333127
2.707984586331034,1.6573034428889861
2.708043610284337,1.657300474442817
2.708127691934311,1.6572962458188527
2.708211773584285,1.6572920172377146
2.708295855234259,1.6572877886994049
2.709136671734002,1.6572455056722564
2.7099774882337453,1.6572032269298544
2.7108183047334884,1.6571609524739441
2.7116591212332315,1.6571186823062671
2.7200672862306603,1.656696216865589
2.728475451228089,1.6562741821646858
2.736883616225518,1.65585257994674
2.7452917812229467,1.655431411955727
2.7536999462203755,1.6550106799365158
2.810507405038474,1.6521796762024754
2.817602319578759,1.651827531004582
2.8246972341190437,1.6514757069358295
2.8317921486593285,1.6511242050490746
2.835253172010874,1.6509528535123847
2.8354955571495437,1.6509408561709236
2.8357379422882136,1.6509288592073603
2.8359803274268836,1.650916862621737
2.836465097704223,1.6508928705844854
2.8369498679815623,1.6508688800594948
2.836959563387109,1.6508684002649638
2.836969258792656,1.650867920471038
2.836978954198203,1.650867440677717
2.8369886496037497,1.650866960885001
2.8369983450092966,1.6508664810928906
2.8370177358203903,1.6508655215160677
2.837037126631484,1.6508645619556204
2.8370565174425777,1.650863602412171
2.8372504255535134,1.6508540079125722
2.837444333664449,1.650844415112866
2.8376382417753847,1.6508348240131658
2.8395773228847423,1.6507390065413636
2.8415164039941,1.650643359194325
2.8434554851034575,1.650547882084847
2.845394566212815,1.6504525753255372
2.8647853773063923,1.6495089016482083
2.8841761883999695,1.6485823856139907
2.9035669994935467,1.6476731370686137
2.922957810587124,1.646781264129071
2.942348621680701,1.6459068731656337
2.9799472228016617,1.6442616390174598
3.0175458239226223,1.6426832662056334
3.047459068640953,1.64147575698714
3.0773723133592834,1.6403113716657542
3.107285558077614,1.639190447666095
3.1371988027959445,1.6381133110455757
3.1417332303613934,1.6379538739647
3.1462676579268423,1.6377954513625994
3.150802085492291,1.6376380443046994
3.1511341771643497,1.6376265560925873
3.1514662688364083,1.6376150733337307
3.151798360508467,1.6376035960285436
3.1519311971772903,1.637599006633588
3.1520640338461137,1.6375944180576711
3.152196870514937,1.637589830189538
3.152384921924737,1.6375833364586125
3.152572973334537,1.637576844017112
3.152761024744337,1.6375703528787193
3.152949076154137,1.6375638630434917
3.1533251789737373,1.637550887282756
3.1537012817933374,1.6375379167353559
3.1540773846129375,1.637524951401743
3.1544534874325376,1.6375119912823684
3.1582145156285386,1.6373826769709081
3.1619755438245396,1.637253884578492
3.1657365720205406,1.6371256145537112
3.1694976002165416,1.6369978673435202
3.1732586284125426,1.6368706433932396
3.2108689103725507,1.6356272799768352
3.248479192332559,1.6344367201153756
3.286089474292567,1.6332993815473373
3.323699756252575,1.6322156648511124
3.3613100382125833,1.6311859530935884
3.387954928331569,1.630489339463575
3.392075399296974,1.6303840567332732
3.3961958702623787,1.6302794300361962
3.396561726126942,1.6302701719759787
3.396927581991505,1.6302609190915263
3.397090961659504,1.630256788654827
3.397254341327503,1.630252659074989
3.397417720995502,1.6302485303020953
3.3977444803314993,1.6302402751772278
3.398071239667497,1.6302320232803975
3.3983979990034943,1.6302237746117791
3.40166559236347,1.6301414655154405
3.404933185723446,1.6300594794317036
3.408200779083422,1.6299778165337853
3.411468372443398,1.629896476994362
3.439566493609601,1.6292104064383315
3.4676646147758037,1.6285483659199804
3.4957627359420065,1.627910459331713
3.5238608571082093,1.6272967869848185
3.551958978274412,1.6267074455743211
3.6019147440402284,1.625720023527431
3.6518705098060447,1.6248102961671498
3.6931177913835525,1.624118040376465
3.7343650729610602,1.6234793015328397
3.775612354538568,1.6228942991599113
3.816859636116076,1.6223632347134163
3.8581069176935836,1.6218862913979153
3.8648821360133474,1.6218131360655852
3.871657354333111,1.6217414461379753
3.876806133921317,1.621687946255728
3.87716969779722,1.6216842005508179
3.877533261673123,1.621680459068988
3.877896825549026,1.621676721810339
3.878042251099387,1.6216752280545466
3.87815593297042,1.6216740607277724
3.8782696148414533,1.6216728936673481
3.8783832967124865,1.6216717268732759
3.878610660454553,1.621669394084195
3.8788380241966194,1.6216670623605454
3.879065387938686,1.6216647317023438
3.8792927516807523,1.6216624021096049
3.8815663891014185,1.6216391647861728
3.8838400265220847,1.62161603402643
3.886113663942751,1.6215930098460967
3.888387301363417,1.6215700922608212
3.8906609387840834,1.6215472812861806
3.9133973129907447,1.6213250385006537
3.936133687197406,1.6211134733831711
3.9588700614040673,1.6209126003303125
3.9816064356107286,1.6207224330200645
4.004342809817389,1.620542984409468
4.027079184024051,1.6203742667324135
4.135324689650688,1.6197185127826768
4.243570195277326,1.619307233517042
4.29999993806882,1.61919
